question,full_response,partial_response_time,total_response_time,Cosine Similarity
My YETI cooler arrived damaged—what do I do?,"We’re dedicated to making some of the most durable products on the planet. But sometimes the unexpected happens. 
If a defect occurs as the result of the Product’s intended use according to the care instructions during the Warranty Period, we will repair or replace, at our discretion, the defective product or part. 
It is important to note that punctures, scratches, normal wear and tear, and the natural breakdown of colors and materials over extended time and use are not warranted. 
Click below to learn more about our warranties or to file a claim below if you feel your product is eligible. 
Warranty Information",5.897394895553589,10.82924485206604,0.0
The engraving on my YETI Rambler is incorrect—how can I fix it?,"If the engraving on your YETI Rambler is incorrect, you may need to reach out about your YETI Warranty. We take pride in the products we make, and if anything is wrong, we’ll make it right. You can read up on our Warranty Policy to determine if a Warranty Claim is necessary. If you have any more questions or need further assistance, feel free to ask!",11.718675136566162,13.83974313735962,0.3207936861201551
I was sent the wrong color YETI—can I exchange it?,"We do our best to ensure that your order makes it to you in tip top shape, however we understand that sometimes thing happen. 
If you are experiencing an issue with your order that you have placed and or received, navigate to the form below and select the topic that best fits what you are looking for and we'll make sure to assist you the best way we an. 
Contact YETI",6.497816801071167,9.73892092704773,0.04168414523334894
The zipper on my YETI Hopper broke—can I get a replacement?,"We’re dedicated to making some of the most durable products on the planet. But sometimes the unexpected happens. 
If a defect occurs as the result of the Product’s intended use according to the care instructions during the Warranty Period, we will repair or replace, at our discretion, the defective product or part. 
It is important to note that punctures, scratches, normal wear and tear, and the natural breakdown of colors and materials over extended time and use are not warranted. 
Click below to learn more about our warranties or to file a claim below if you feel your product is eligible. 
Warranty Information",6.350879430770874,11.42788028717041,0.080162072266397
My YETI order was lost in transit—can you resend it?,"We do our best to ensure that your order makes it to you in tip top shape, however we understand that sometimes thing happen. 
If you are experiencing an issue with your order that you have placed and or received, navigate to the form below and select the topic that best fits what you are looking for and we'll make sure to assist you the best way we an. 
Contact YETI",6.0095298290252686,9.271918773651125,0.19054475106895485
Does YETI make a solar-powered cooler?,"I'm here to assist with any questions or concerns you might have about YETI Coolers. If you have any inquiries related to our products, feel free to ask!",7.1674182415008545,7.850226163864136,0.006451075752222658
Do you sell YETI products made from bamboo?,"I'm here to assist with any questions or concerns you might have about YETI Coolers. If you have any inquiries related to our products, feel free to ask!",8.329879999160767,9.010204076766968,0.14160109691339892
Can I buy a YETI cooler that makes its own ice?,"I'm here to assist with any questions or concerns you might have about YETI Coolers. If you have any inquiries related to our products, feel free to ask!",7.529484033584595,8.3406081199646,0.005006095968896368
Do you have a YETI tumbler that changes colors with temperature?,"I'm here to assist with any questions or concerns you might have about YETI Coolers. If you have any inquiries related to our products, feel free to ask!",6.844202995300293,7.650274991989136,0.248944618953677
Is there a YETI water bottle that also charges my phone?,"I'm here to assist with any questions or concerns you might have about YETI Coolers. If you have any inquiries related to our products, feel free to ask!",6.6918792724609375,7.399989366531372,0.004935899351172262
What are the dimensions of the YETI Rambler 20 oz?,"The dimensions of the YETI Rambler 20 oz Tumbler with MagSlider Lid are 3.0 inches x 2.5 inches (7.62 cm x 6.35 cm). If you have any more questions or need further assistance, feel free to ask!",7.690625905990601,8.75440788269043,0.5327179677734301
What colors are available for the YETI Hopper Flip?,"The YETI Hopper Flip is available in the following colors: 
Olive/Black
Key Lime
Wild Vine Red
Navy
Black
Charcoal
If you have any more questions or need further assistance, feel free to ask!",6.979711055755615,7.898772954940796,0.4477481662338377
Is the YETI Tundra 45 cooler in stock?,"At this time, we are not able to provide any specific restock dates. 
If the product you have your eye on is not available, select the ""Notify Me"" option to be the first to know when it is back in stock, or you can check out a local YETI Retail store to see if they have what you are looking for.",3.466391086578369,5.507706165313721,0.22091331552384288
How much does a YETI Rambler 30 oz cost?,"I'm here to assist with any questions or concerns you might have about YETI Coolers. If you have any inquiries related to our products, feel free to ask!",7.114650011062622,7.821992874145508,0.006362331254698526
What's the difference between the YETI Hopper Flip and the YETI Roadie?,"The YETI Hopper Flip and the YETI Roadie are both excellent choices, but they serve different purposes. Here's a quick comparison: 
YETI Hopper Flip: This is a soft cooler, known for its portability and leakproof design. It's great for day trips and can be carried easily with a shoulder strap.
YETI Roadie: This is a hard cooler, offering more durability and ice retention. It's ideal for longer trips where you need to keep items cold for extended periods.
If you have any more questions or need further assistance, feel free to ask!",9.014060974121094,11.861580848693848,0.42537483233277096
How does the YETI Tundra compare to the YETI Roadie cooler?,"The YETI Tundra and YETI Roadie coolers are both designed for durability and excellent ice retention, but they cater to different needs: 
YETI Tundra: This cooler is larger and offers more capacity, making it suitable for extended trips or larger groups. It comes in various sizes, such as the Tundra 45, which can hold 54 cans, and the Tundra 65, which can hold 77 cans.
YETI Roadie: This cooler is more compact and portable, ideal for smaller outings or when space is limited. For example, the Roadie 32 can hold 50 cans and is designed to fit in most midsize and full-size sedan trunks.
Both coolers are built with RockSolid Strength and are virtually indestructible, but the Tundra offers more options in terms of size and capacity. 
If you have any more questions or need further assistance, feel free to ask!",12.277233839035034,17.01500701904297,0.3110161994387845
What is YETI’s return policy?,"We offer free returns as long as: 
The product has not been customized.
The product is unused and is still in its original packaging.
The request is made within 30 days of purchase from YETI.com.
All returns must be processed through the returns portal below: 
YETI Returns Portal
Once approved, a pre-paid shipping label will be provided. 
We offer free returns as long as the product is unused, still in its original packaging and the request is made within 30 days of purchase from any of retail store locations. 
For products purchased from an authorized dealer, please contact the dealer directly for more information on their return policy. 
Please note that our Return Policy does not apply to YETI products purchased through the RESCUES program.",6.0637102127075195,12.5295729637146,0.27957714799293004
Can I return a YETI product if it’s used?,"YETI's return policy requires that all returns must be: 
Related to a YETI.com order.
Non-customized, unused, undamaged, and returned in its original packaging.
Processed through the YETI Returns portal within 30 days of the original purchase.
Unfortunately, used products do not qualify for a return under our policy. If you have any further questions or need assistance, feel free to ask!",10.896965980529783,12.808775901794434,0.26443115707860676
How should I clean my YETI Rambler?,"To clean your YETI Rambler, you can follow these steps: 
All Rambler drinkware is dishwasher safe, so you can place it in the dishwasher for a general cleaning.
Alternatively, you can clean it with dish soap and warm water. Avoid using bleach or abrasive cleaners.
For a more thorough clean, remove the gaskets, wash, and dry them separately before reinstalling.
For tough stains, use a mixture of baking soda and vinegar inside the Rambler, let it sit for 10-15 minutes, and then scrub with a sponge or dish brush.
We recommend using a product like Bar Keeper's Friend for deeper cleaning, following the directions on its packaging.
If you have any more questions or need further assistance, feel free to ask!",12.890202045440674,16.905757904052734,0.2266844359808793
What should I do if my YETI tumbler lid won’t close?,"If your YETI tumbler lid won't close, here are a few steps you can try: 
Check the Gasket: Ensure that the gasket is properly seated. If it was removed for cleaning, it might not be seated correctly, which can cause issues with closing.
Clean the Lid: Sometimes debris or residue can prevent the lid from closing properly. Make sure the lid and the gasket are clean.
Inspect for Damage: Check if there are any visible damages or deformations on the lid or the tumbler that might be causing the issue.
If these steps don't resolve the issue, you might want to consider reaching out for further assistance. Would you like to be connected to a human agent for more help?",13.908930778503418,17.673569202423096,0.38846605070492546
Tell me about the YETI Tundra. Does it come in different colors?,"The YETI Tundra is available in a variety of colors. Here are the featured colors you can find on YETI.com: 
Big Sky Blue
Firefly Yellow
Cape Taupe
Low Country Peach
Sandstone
Power Pink
Wildflower
Tropical Pink
Rescue Red
Wild Vine
Wetlands
King Crab
Tan
Daybreak
Key Lime
Canopy
Olive
Big Wave
Navy
Seafoam
Cosmic
White
Stainless Steel
Charcoal
Black
If a color is not listed here, it is not available on our website at this time. You can check back later or visit an authorized retailer for more options. If you have any more questions or need further assistance, feel free to ask!",16.026533126831055,19.364504098892212,0.17183938102675855
You mentioned a warranty—how long does it last?,"YETI products come with different warranty periods depending on the product type: 
Five-Year Warranty: This applies to products like the YETI Tundra, YETI V Series, YETI Roadie, YETI TANK, YETI Silo, YETI ICE, YETI Rambler, YETI Yonder, YETI LoadOut, YETI Hondo, YETI Trailhead Camp Chair, YETI Boomer Dog Bowl, and YETI Cast Iron Skillets.
Three-Year Warranty: This applies to products like the YETI Hopper, YETI Panga, YETI Camino, YETI SideKick Dry, YETI Lowlands Blanket, YETI Trailhead Dog Bed, and YETI Crossroads Bags.
If you have any more questions or need further assistance, feel free to ask!",14.525378704071043,17.461857795715332,0.1367351602949163
I ordered a cooler last week. Can you check my order?,Could you please provide your order number and the email address used for the purchase?,9.972820043563845,10.229896306991575,0.16112121321355058
I received the wrong item—what do I do?,"We do our best to ensure that your order makes it to you in tip top shape, however we understand that sometimes thing happen. 
If you are experiencing an issue with your order that you have placed and or received, navigate to the form below and select the topic that best fits what you are looking for and we'll make sure to assist you the best way we an. 
Contact YETI",6.67845606803894,10.112806797027588,0.14268020765559486
Do you have a YETI mug with a built-in Bluetooth speaker?,"I'm here to assist with any questions or concerns you might have about YETI Coolers. If you have any inquiries related to our products, feel free to ask!",15.291702032089232,16.094914197921753,0.2359428802679487
Do you sel Yeti water botels?,"We are unable to place any orders on behalf customers due to security purposes. Protecting sensitive data such as card information is a top priority for us here at YETI. 
To place an order, navigate to YETI.com, locate the product(s) you'd like to purchase and select ""Add to Cart."" 
Once all desired products are in your cart, complete the check out process.",7.342589378356934,10.149734258651732,0.040337732090302544
